sequenceID	description	ratio	std	df	tval	pval	seqnames	start	end	width	strand	wormbaseID	publicID	entrezID
T19C9.6	32725 Protein containing a DUF141 domain of unknown function T19C9.6	1.348	0.332642935	16	4.051530398	0.001	chrV	17229555	17229990	436	+	WBGene00011842		NA
F20E11.6	29660 Protein of unkown function, has high similarity to uncharacterized C. elegans W06G6.8, which is predicted to be a G protein-coupled receptor F20E11.6	1.312	0.328884108	16	3.988715077	0.001	chrV	17467051	17468561	1511	+	WBGene00005819	srw-72	184734
C17A2.6	22983 Protein containing a DUF235 domain of unknown function, has high similarity to uncharacterized C. elegans C16D9.3 C17A2.6	1.123	0.268487195	13	4.182545832	0.001	chrII	3837338	3838948	1611	-	WBGene00015874		NA
Y2H9A.2	49646 Protein of unknown function, has high similarity to uncharacterized C. elegans F53F1.10 Y2H9A.2	1.073	0.271185435	16	3.955933939	0.001	chrV	13430651	13432714	2064	-	WBGene00005095	srd-17	191806
K09C4.2	31579 Protein with moderate similarity to C. elegans F11D5.5 gene product K09C4.2	1.537	0.395585955	17	3.884846857	0.001	chrX	3296482	3298031	1550	+	WBGene00019548		187193
F09G2.7	24132 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has high similarity to uncharacterized C. elegans C44C3.9 F09G2.7	1.214	0.318505144	17	3.810715003	0.001	chrV	7164510	7165895	1386	+	WBGene00005304	srh-83	191875
ZC455.9	22596 Protein containing a DUF40 domain of unknown function, which contain four conserved cysteines, has high similarity to uncharacterized C. elegans ZC455.8 ZC455.9	1.42	0.373180399	17	3.806157052	0.001	chrV	12787269	12788551	1283	-	WBGene00013909	srbc-44	191177
C05E4.7	30912 Protein of unknown function C05E4.7	1.457	0.387972201	18	3.755032475	0.001	chrV	742120	743273	1154	+	WBGene00015489		182263
D1065.4	53871 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has high similarity to uncharacterized C. elegans D1065.5 D1065.4	1.019	0.266734933	16	3.821927838	0.002	chrV	4069424	4071542	2119	-	WBGene00005420	srh-210	NA
T03D3.10	25243	1.744	0.438214657	13	3.979100136	0.002	chrV	2842946	2844240	1295	-	WBGene00023338		NA
K02E7.6	26104 Member of an uncharacterized protein family K02E7.6	1.304	0.357458111	20	3.648548172	0.002	chrII	1057212	1059280	2069	+	WBGene00019311		NA
T09D3.3	25399 Protein containing two uncharacterized DUF139 cysteine repeat domains T09D3.3	1.624	0.43538147	17	3.730901582	0.002	chrV	5346494	5349571	3078	-	WBGene00020384		188324
F14H3.2	21747 Member of the C. elegans putative membrane protein family 8, has low similarity to a region of bestrophin (human VMD2), which plays a role in vision and is associated with Bests disease, adult vitelliform macular dystrophy, and bull's eye maculopathy F14H3.2	1.601	0.429251294	17	3.728769066	0.002	chrV	16049492	16051707	2216	+	WBGene00008821	best-12	184489
C27C7.3	50319 Member of the zinc finger protein family with similarity to nuclear hormone receptors nhr-74/C27C7.3	1.288	0.354861051	20	3.628524674	0.002	chrI	11428980	11432156	3177	+	WBGene00003664	nhr-74	191723
F22B3.7	21785 Protein of unknown function, has moderate similarity to uncharacterized C. elegans Y77E11A.8 F22B3.7	1.144	0.307026875	17	3.727558142	0.002	chrIV	11417581	11421796	4216	-	WBGene00009038		184808
T07D10.4	25355	1.041	0.288337361	20	3.611059841	0.002	chrI	12631185	12632555	1371	-	WBGene00011584	clec-15	173131
T26E4.6	53561 Protein of unknown function, has high similarity to uncharacterized C. elegans F44G3.5 T26E4.6	1.094	0.288418151	15	3.793063057	0.002	chrV	15784929	15786597	1669	-	WBGene00012048	srxa-17	NA
F58G4.6	27257 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has low similarity to C. elegans ODR-10, which is a G protein-coupled receptor involved in odorant response F58G4.6	1.094	0.306952289	19	3.56395878	0.002	chrV	8093335	8095468	2134	-	WBGene00006193	str-146	192016
K02D7.3	26098 Protein containing two collagen triple helix repeats and one nematode cuticle collagen N-terminal domain, has a region of high similarity to a region of the alpha 1 subunit of type II collagen (rat Col2a1), which may be involved in cartilage development K02D7.3	1.399	0.395869255	20	3.53445082	0.002	chrIV	325429	326711	1283	-	WBGene00000675	col-101	176854
T15B7.3	51879 Protein containing two collagen triple helix repeats and a nematode cuticle collagen N-terminal domain, has a region of moderate similarity to a region of C. elegans BLI-1, which is a likely collagen acting in embryogenesis and chemotaxis T15B7.3	1.16	0.32842386	20	3.532286361	0.002	chrV	6835635	6836862	1228	+	WBGene00000716	col-143	179073
C01A2.2	53544 Protein of unknown function C01A2.2	1.235	0.337236195	16	3.66311016	0.002	chrI	13397270	13398631	1362	+	WBGene00007214		173208
K10G4.6	21310 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has strong similarity to uncharacterized C. elegans K03D7.6 K10G4.6	1.177	0.325897767	17	3.613032805	0.002	chrV	17271730	17272888	1159	+	WBGene00005336	srh-117	NA
T08G3.6	33645 Protein of unknown function, has strong similarity to C. elegans F58F9.6 T08G3.6	1.143	0.316764513	16	3.608411357	0.002	chrV	16445976	16447165	1190	+	WBGene00011618		188297
C50C10.4	23837 Protein containing a DUF215 domain of unknown function, has high similarity to uncharacterized C. elegans C50C10.2 C50C10.4	1.203	0.34039778	18	3.532950687	0.002	chrV	9816690	9817862	1173	+	WBGene00005694	sru-31	183647
C05E11.2	30910 Protein of unknown function C05E11.2	1.266	0.359035554	18	3.524933433	0.002	chrX	4586917	4588178	1262	+	WBGene00015493		182272
F53B1.7	26531 Member of the G protein alpha subunit family gpa-5/F53B1.7	1.137	0.325755359	19	3.490575911	0.002	chrX	2118894	2121061	2168	-	WBGene00001667	gpa-5	180527
C50E10.2	34027 Putative ortholog of C. elegans C25G4.8 gene product C50E10.2	1.066	0.300373116	17	3.548913628	0.002	chrII	12305456	12309714	4259	-	WBGene00016826		183664
C05E7.1	50956	1.147	0.334277554	20	3.431688273	0.003	chrX	12941434	12943266	1833	-	WBGene00007343		181427
F20E11.9	29661 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has high similarity to uncharacterized C. elegans F20E11.3 F20E11.9	1.48	0.413471511	15	3.578239275	0.003	chrV	17450808	17452131	1324	+	WBGene00005372	srh-156	NA
F28H6.7	32267 Protein of unknown function F28H6.7	1.238	0.363196082	18	3.409004682	0.003	chrX	14116111	14116751	641	+	WBGene00009235		185087
T05C12.9	33598 Protein of unknown function T05C12.9	1.083	0.322992677	18	3.353947119	0.004	chrII	8191773	8193329	1557	-	WBGene00011472		188125
H05B21.3	26047 Protein of unknown function, has strong similarity to uncharacterized C. elegans H27D07.2 H05B21.3	1.217	0.36669448	19	3.319626665	0.004	chrV	2957016	2958302	1287	-	WBGene00005889	srw-142	186692
F38B7.6	32382 Protein with strong similarity to C. elegans H12C20.5 gene product F38B7.6	1.361	0.405055345	17	3.360226476	0.004	chrV	11558319	11559881	1563	+	WBGene00005962	srx-71	NA
T06A10.4	30691	1.406	0.422366354	18	3.32941017	0.004	chrIV	16863870	16865486	1617	+	WBGene00020287	lsy-13	178470
Y45F10B.11	30003 Protein containing a DUF215 domain of unknown function, has high similarity to uncharacterized C. elegans Y45F10B.5 Y45F10B.11	1.387	0.41971589	18	3.305680581	0.004	chrIV	13588993	13590337	1345	+	WBGene00005672	sru-9	189920
K05D4.3	33482 Protein containing a DUF216 domain of unknown function K05D4.3	1.078	0.320765795	16	3.359763122	0.004	chrV	16183657	16184723	1067	+	WBGene00010588	srz-14	187024
C01G10.13	51467 Protein with strong similarity to C. elegans T05H4.8 gene product C01G10.13	1.416	0.421439843	16	3.35922905	0.004	chrV	15106094	15106473	380	-	WBGene00007238		NA
C10G11.3	27586 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has high similarity to uncharacterized C. elegans C10G11.2 C10G11.3	1.044	0.316052239	17	3.302914769	0.004	chrI	6300493	6302298	1806	+	WBGene00005274	srh-51	191862
F46C5.7	31335 Protein of unknown function F46C5.7	1.325	0.395777774	15	3.34677316	0.004	chrII	8839325	8840243	919	+	WBGene00009782		185846
F25H9.1	24477 Protein of unknown function, putative paralog of C. elegans F25H9.3 F25H9.1	1.284	0.384063534	15	3.342699087	0.004	chrV	13453634	13455447	1814	+	WBGene00009134	lurp-2	184941
C39H7.5	48607 Protein of unknown function, has low similarity to uncharacterized C. elegans F40D4.5 C39H7.5	1.042	0.311966129	15	3.340106197	0.004	chrIV	5624855	5627156	2302	-	WBGene00016543	srsx-14	183350
T25E12.7	29385 Member of the C-type lectin protein family T25E12.7	1.025	0.318841654	18	3.215597508	0.005	chrV	16739268	16741588	2321	+	WBGene00012022	clec-39	188899
R03H4.3	30681 Protein of unknown function, has moderate similarity to uncharacterized C. elegans Y49C4A.5 R03H4.3	1.115	0.351704831	20	3.169910492	0.005	chrV	9005543	9006931	1389	+	WBGene00005894	srx-3	187549
F16B12.8	30469 Protein containing a nuclear hormone receptor ligand-binding domain, has moderate similarity to a region of C. elegans NHR-51, which is involved in developmental processes F16B12.8	1.123	0.351373037	18	3.195179714	0.005	chrX	14111250	14113447	2198	-	WBGene00008884	nhr-281	184567
T17A3.9	33689 Protein of unknown function, has strong similarity to C. elegans VW02B12L.4 T17A3.9	1.029	0.3132928	15	3.283736522	0.005	chrIII	152572	153418	847	-	WBGene00020545	adbp-2	NA
F52F10.4	34065 Member of the uncharacterized protein family UPF0063, has high similarity to uncharacterized C. elegans F09B9.1 F52F10.4	1.019	0.311680501	15	3.26965669	0.005	chrV	1542517	1545791	3275	-	WBGene00018708	oac-32	186125
T14G12.5	25502 Member of the reverse transcriptase protein family, which are RNA-dependent DNA polymerases, contains a retroviral integrase core domain, which can act as endonucleases, has high similarity to uncharacterized C. elegans T05A1.4 T14G12.5	1.35	0.428899434	17	3.148542031	0.006	chrX	3746962	3753488	6527	-	WBGene00020514		NA
T08G3.9	33647 Member of the G protein-coupled receptor protein family T08G3.9	1.023	0.326327866	16	3.13409234	0.006	chrV	16475677	16476825	1149	+	WBGene00006017	srx-126	NA
F28A10.4	32258 Putative paralog of C. elegans T07D3.4 F28A10.9	1.136	0.373477272	20	3.04221993	0.006	chrII	844271	845231	961	+	WBGene00017872		185030
T15B7.4	25507 Protein containing two collagen triple helix repeats and one nematode cuticle collagen N-terminal domain, has a region of high similarity to a region of C. elegans BLI-1, which is a putative collagen involved in embryogenesis and chemotaxis T15B7.4	1.03	0.338926299	20	3.037565785	0.007	chrV	6831163	6832256	1094	+	WBGene00000715	col-142	188514
T21B6.2	50904 Member of the histidine acid phosphatase family, has low similarity to prostatic acid phosphatase (human ACPP), which is a phosphatase that is expressed in prostate epithelium in response to androgens and negatively regulates cell growth T21B6.2	1.054	0.345147817	19	3.054541603	0.007	chrX	10938193	10941355	3163	-	WBGene00011879	pho-7	188683
C03A7.6	30415 Protein of unknown function, has high similarity to uncharacterized C. elegans C03A7.5 C03A7.6	1.124	0.37352553	17	3.00807312	0.008	chrV	5156653	5157760	1108	-	WBGene00005930	srx-39	182138
C54E10.1	21650 Protein of unknown function, has low similarity to uncharacterized C. elegans K06B9.4 C54E10.1	1.064	0.354579554	17	2.999735107	0.008	chrV	18815036	18818593	3558	+	WBGene00008306		183791
C51E3.8	23867 Putative ortholog of C. elegans C08B6.4 gene product C51E3.8	1.108	0.377171074	20	2.938137615	0.008	chrV	10144408	10145251	844	-	WBGene00008253		NA
C06C6.1	21452 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has high similarity to uncharacterized C. elegans T10C6.2 C06C6.1	1.141	0.383886661	18	2.971919767	0.008	chrV	16010708	16012112	1405	-	WBGene00007379		182306
C31G12.3	31163 Protein of unknown function C31G12.3	1.024	0.346250853	18	2.957371435	0.008	chrV	18185210	18185461	252	+	WBGene00007852		183092
F17A2.7	28221 Protein of unknown function, has high similarity to uncharacterized C. elegans F17A2.11 F17A2.7	1.035	0.34546679	16	2.996536085	0.009	chrX	12328976	12330526	1551	+	WBGene00005123	srd-45	184603
C02E7.8	52672 Protein of unknown function C02E7.8	1.056	0.359412927	16	2.938984055	0.01	chrV	4920342	4920790	449	-	WBGene00015341		182115
C50C10.2	21620 Protein containing a DUF215 domain of unknown function, has high similarity to uncharacterized C. elegans C50C10.4 C50C10.2	1.354	0.465914223	17	2.906380605	0.01	chrV	9811461	9812619	1159	+	WBGene00005692	sru-29	183645
E04A4.3	24007 Protein of unknown function, has moderate similarity to uncharacterized C. elegans F25G6.1 E04A4.3	1.213	0.4227114	18	2.870092818	0.01	chrIV	4730636	4732750	2115	+	WBGene00017118		NA
C08F11.2	30279 Protein of unknown function, has low similarity to uncharacterized C. elegans ZK697.1 C08F11.2	1.187	0.415518856	18	2.857546099	0.01	chrIV	13621987	13623134	1148	+	WBGene00007451		NA
F58G4.2	32477 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has low similarity to C. elegans ODR-10, which is a G protein-coupled receptor involved in odorant response F58G4.2	1.006	0.350733502	16	2.868881808	0.011	chrV	8102484	8107022	4539	+	WBGene00006149	str-90	191995
T15B7.13	29270 Protein with similarity to G protein-coupled receptors of C. elegans T15B7.13	1.033	0.366990511	18	2.814687409	0.011	chrV	6827071	6828886	1816	-	WBGene00020525	dmsr-15	188523
Y47H9A.1	30737 Protein of unknown function, has very strong similarity to uncharacterized C. elegans C17D12.3 Y47H9A.1	1.114	0.321506342	6	3.464161833	0.013	chrI	11623115	11626562	3448	+	WBGene00012945		173047
C41G6.1	21581 Member of the cytochrome P450 family, has low similarity to cytochrome P450 subfamily IIC (mephenytoin 4-hydroxylase) polypeptide 8 (human CYP2C8), which is a monooxygenase that metabolizes steroids, fatty acids, and xenobiotics C41G6.1	1.061	0.3988147	18	2.661194116	0.016	chrV	15228092	15230075	1984	+	WBGene00008055	cyp-34A3	NA
F17B5.3	28229 Protein of unknown function, has high similarity to uncharacterized C. elegans Y18D10A.10 F17B5.3	1.268	0.477274145	18	2.655793697	0.016	chrI	13197128	13198374	1247	-	WBGene00008907	clec-109	173183
C03B1.3	30872 Protein of unknown function, has weak similarity to C. elegans C03B1.4 C03B1.3	1.108	0.417421872	17	2.653708967	0.017	chrX	6366013	6366831	819	+	WBGene00015374		182146
C16D9.8	53267 Protein of unknown function C16D9.8	1.408	0.535446387	15	2.629178844	0.019	chrV	8261390	8263566	2177	-	WBGene00015863		182689
T01C4.4	32665 Member of the rhodopsin family of G-protein coupled receptors (GPCR), has low similarity to uncharacterized C. elegans K09D9.10 T01C4.4	1.187	0.460593093	16	2.577185263	0.02	chrV	7119063	7120268	1206	-	WBGene00005925	srx-34	187944
F20E11.3	29659 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has high similarity to uncharacterized C. elegans F40D4.3 F20E11.3	1.084	0.433372401	16	2.501398414	0.024	chrV	17446348	17447636	1289	+	WBGene00005376	srh-160	NA
C31E10.1	21537 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has moderate similarity to uncharacterized C. elegans R08C7.7 C31E10.1	1.044	0.429880054	17	2.428084482	0.027	chrX	13984410	13985692	1283	-	WBGene00007842		183085
T13A10.6	29253 Protein of unknown function, has high similarity to uncharacterized C. elegans T13A10.13 T13A10.6	1.06	0.44158468	17	2.401445072	0.028	chrIV	6264894	6266599	1706	-	WBGene00005740	srv-29	188460
C34D4.6	33057	1.37	0.564116119	15	2.429090695	0.028	chrIV	7126365	7127461	1097	+	WBGene00006116	str-51	NA
H25K10.5	34075 Member of an uncharacterized protein family H25K10.5	1.43	0.588054946	14	2.431405448	0.029	chrIV	16230452	16233128	2677	-	WBGene00010414	hpa-1	186781
T05A6.4	25292 Protein containing a DUF41 domain of unknown function, has high similarity to uncharacterized C. elegans Y37A1B.8 T05A6.4	1.044	0.446825459	18	2.337517881	0.031	chrII	7820333	7822554	2222	-	WBGene00011458	irld-47	188079
Y37A1B.9	30707 Protein containing a DUF41 domain of unknown function, has moderate similarity to uncharacterized C. elegans ZK355.4 Y37A1B.9	1.081	0.462643208	18	2.336764733	0.031	chrIV	14016099	14019983	3885	-	WBGene00012542	irld-56	189603
T01G5.4	25213 Protein of unknown function, has high similarity to uncharacterized C. elegans C13D9.3 T01G5.4	1.011	0.437796924	19	2.309371446	0.032	chrV	15128255	15129986	1732	+	WBGene00005658	srr-7	187957
